Y	M	D	62903180	62915310	62922800	62942717	62942747
2014	5	26	0	0	0	0	0
2014	5	27	0	0	0	0	0
2014	5	28	0	0	0	0	0
2014	5	29	0	0	0	0	0
2014	5	30	0	0	0	0	0
2014	5	31	0	0	0.5	0	0.5
2014	6	1	54.5	49.5	28	56	55.5
2014	6	2	0	0	0	0	0
2014	6	3	0	0	0	0	0
2014	6	4	0	0	0	0	0
2014	6	5	0	0	0	0	0
2014	6	6	0	0	0	0	0
2014	6	7	0	0	0	0	0
2014	6	8	0	0	0	0	0
2014	6	9	0	0	0	0	0
2014	6	10	0	0	0	0	0
2014	6	11	0	0	0	0	0
2014	6	12	0	0	0	0	0
2014	6	13	0	0	0	0	0
2014	6	14	0	0	0	0	0
2014	6	15	0.5	7.5	8	8	9
2014	6	16	0	3.5	4.5	3.5	4.5
2014	6	17	9	0.5	0.5	1	0.5
2014	6	18	0	0	0	0	0
2014	6	19	0	0	0	0	0
2014	6	20	0	0	0	0	0
2014	6	21	0	0	0	0	0
2014	6	22	0	0	0	0.5	0
2014	6	23	0	0	0	0	0
2014	6	24	0	0	0	0	0
2014	6	25	23.5	22	15	22	26.5
2014	6	26	33	43.5	35.5	28	32.5
2014	6	27	0	0.5	0	0	0
2014	6	28	0	0	0	0	0
2014	6	29	0	0	0	0	0
2014	6	30	0	0	0	0	0
2014	7	1	5.5	4.5	14	5	6
2014	7	2	3.5	5	10	5.5	7.5
2014	7	3	0	0	0	0	0
2014	7	4	37	38	31.5	33	38.5
2014	7	5	17	18	27	13.5	24
2014	7	6	0	0	0	0	0
2014	7	7	0	0	0	0	0
2014	7	8	0	0	0	0	0
2014	7	9	0	0	0	0	0
2014	7	10	0	0	0	0	0
2014	7	11	0	0	0	0	0
2014	7	12	41	39.5	36	59.5	47.5
2014	7	13	0	0	0	0	0
2014	7	14	0	0	0	0	0
2014	7	15	0	0	0	0	0
2014	7	16	0	0	0	0	0
2014	7	17	1.5	0	0	0	0
2014	7	18	0	0	0	0	0
2014	7	19	0	0	0	1	0
2014	7	20	0	0	0	1	0
2014	7	21	0	0	0	0.5	0
2014	7	22	0	0	0	0	0
2014	7	23	0	0	0	0	0
2014	7	24	85	119.5	79	111.5	72
2014	7	25	1	6	2.5	2	4
2014	7	26	0	0	0	0	0
2014	7	27	3	28.5	40.5	51.5	57.5
2014	7	28	0	0	0	0	0
2014	7	29	0	0	0	0	0
2014	7	30	43.5	19.5	20.5	21	58.5
2014	7	31	0.5	0.5	1	0.5	0.5
2014	8	1	0.5	5	3.5	4.5	14.5
2014	8	2	0	0	1.5	0	0
2014	8	3	0	0	0	0	0
2014	8	4	0	0	0	0	0
2014	8	5	0	0	0.5	0	0
2014	8	6	5.5	10	2	7	43
2014	8	7	0	0	1	9.5	4.5
2014	8	8	0	1	2	2.5	2
2014	8	9	0	0.5	1.5	1	1
2014	8	10	0	1	2	2	2
2014	8	11	0	0	0.5	0	0
2014	8	12	2	2	4.5	2	2.5
2014	8	13	40	72	49.5	61.5	49
2014	8	14	1.5	3.5	6	2	4.5
2014	8	15	0.5	0	1	0	0
2014	8	16	0	2	0.5	0	1
2014	8	17	0.5	0	1	0	0
2014	8	18	0	0	0.5	0	0
2014	8	19	0	0	0	0	0
2014	8	20	0	0	0	0	0
2014	8	21	0	0	0	0	0
2014	8	22	0	0	0	0	0
2014	8	23	0	0	2	0	2.5
2014	8	24	12	8.5	14	9.5	15
2014	8	25	0	0	0	0	0
2014	8	26	0	0	0	0	0
2014	8	27	14	14	18	13	12
2014	8	28	0.5	0.5	0	0	0.5
2014	8	29	2	1.5	0.5	1	0.5
2014	8	30	0.5	0.5	0	2	2
2014	8	31	8.5	9	19.5	10	15.5
2014	9	1	0	0	0	0	0.5
2014	9	2	10	10.5	22	14	10
2014	9	3	0	0	0.5	0	0.5
2014	9	4	0	0	0	0	0
2014	9	5	0	0	0	0	0
2014	9	6	0	0	0.5	0	0
2014	9	7	0	0	0	0	0
2014	9	8	15	11.5	16.5	22.5	19
2014	9	9	0	0.5	0	0	0
2014	9	10	5	20.5	3.5	3	3.5
2014	9	11	5	8.5	2.5	10.5	3
2014	9	12	24	39.5	21.5	46.5	53.5
2014	9	13	0.5	0.5	1.5	1.5	2
2014	9	14	0	0	0.5	0	0
2014	9	15	0	0	0	0	0
2014	9	16	0	0	0	0	0
2014	9	17	0	0	0	0	0
2014	9	18	6.5	10.5	9	9	8.5
2014	9	19	3.5	4	3.5	4	4
2014	9	20	0	0.5	0.5	0	0.5
2014	9	21	0	0	1.5	0	0
2014	9	22	0	0	0	0	0
2014	9	23	0	0	0	0	0
2014	9	24	0	0	0	0	0
2014	9	25	0	0	0	0.5	0
2014	9	26	0	0	2	0	0.5
2014	9	27	1	0.5	0.5	0	0.5
2014	9	28	34.5	28.5	10.5	35.5	8
2014	9	29	0.5	2	1	3	4.5
2014	9	30	0	2	0	0	0
2014	10	1	0	0	0	0	0
2014	10	2	0	0	0	0.5	0
2014	10	3	0	0	0	0	0
2014	10	4	0	0	0	0	0
2014	10	5	0	0	0	0	0
2014	10	6	0	0	0	0	0
2014	10	7	0	0	0	0	0
2014	10	8	0	0	0	0	0
2014	10	9	0	0	0	0	0
2014	10	10	0	0	0	0	0
2014	10	11	0	0	0	0	0
2014	10	12	0	0	0	0	0
2014	10	13	0	0	0	0	0
2014	10	14	0	0	0	0	0
2014	10	15	0	0	0	0	0
2014	10	16	0	0	0	0	0
2014	10	17	0	0	0	0	0
2014	10	18	0	0	0	0	0
2014	10	19	0	0	0	0	0
2014	10	20	0.5	0	0	0	0
2014	10	21	10	10.5	12.5	10	11
2014	10	22	0	0	0.5	0	0
2014	10	23	0	0	0	0	0
2014	10	24	0	0	0	0	0
2014	10	25	0	0	0	0	0
2014	10	26	0	0	0	0	0
2014	10	27	0	0	0	0	0
2014	10	28	0	0	0	0	0
2014	10	29	15	16.5	12.5	13	14
2014	10	30	5	5.5	7	7	7.5
2014	10	31	0.5	1.5	3.5	1.5	2.5
2014	11	1	0	0	0	0	0
2014	11	2	0	0	0.5	0.5	0
2014	11	3	0	0	0	0	0
2014	11	4	0	0	0	0	0
2014	11	5	1.5	1	0	1	1.5
2014	11	6	0	0	0.5	0	0
2014	11	7	1.5	2	1.5	2.5	2
2014	11	8	5.5	8	7	7	7.5
2014	11	9	0	0	0.5	0	0
2014	11	10	0	0	0	0	0
2014	11	11	0	0	0	0	0
2014	11	12	0	0	0	0	0
2014	11	13	0	0	0	0	0
2014	11	14	0	0	0	0	0
2014	11	15	0	0	0	0	0
2014	11	16	0	0	0.5	0	0
2014	11	17	0	0	0	0	0
2014	11	18	0	0	0	0	0
2014	11	19	0	0	0	0	0
2014	11	20	0	0	0	0	0
2014	11	21	0	0	0	0	0
2014	11	22	0	0	0	0	0
2014	11	23	10.5	11.5	7.5	9.5	9.5
2014	11	24	16	32.5	38	28.5	30.5
2014	11	25	3.5	5.5	6.5	6	6.5
2014	11	26	0	0	0	0	0
2014	11	27	17.5	20	20	19.5	19.5
2014	11	28	1	1.5	2	0.5	1
2014	11	29	4	8.5	9	5.5	7.5
2014	11	30	0	0	0.5	0	0
2014	12	1	0	0	0	0.5	0
2014	12	2	0	0	0	0.5	0
2014	12	3	0	0	0	0	0
2014	12	4	0	0	0.5	0	0
2014	12	5	0	0	0.5	0	0
2014	12	6	0	0	0.5	0	0
2014	12	7	0	0	0	0	0
2014	12	8	0	0	0	0	0
2014	12	9	0	0	0	0	0
2014	12	10	0.5	1	0.5	1.5	1.5
2014	12	11	0	0	0	0	0
2014	12	12	0	0	0	0	0
2014	12	13	0	0	0.5	0	0
2014	12	14	0	0	0	0	0
2014	12	15	0	0	0	0	0
2014	12	16	0	0	0	0	0
2014	12	17	0	0	0	0	0
2014	12	18	0	0	0	0	0
2014	12	19	0	0	0	0	0
2014	12	20	0	0	0	0	0
2014	12	21	0	0	0	0	0
2014	12	22	0	0	0	0	0
2014	12	23	0	0	0	0	0
2014	12	24	0	0	0	0	0
2014	12	25	0	0	0	0	0
2014	12	26	0	0	0	0	0
2014	12	27	0	0	0	0	0
2014	12	28	0	0	0	0	0
2014	12	29	0	0	0	0	0
2014	12	30	0	0	0	0	0
2014	12	31	0	0	0	0	0
2015	1	1	0	0	0	0	0
2015	1	2	0	0	0	0	0
2015	1	3	0	0	0	0	0
2015	1	4	0	0	0	0	0
2015	1	5	0	0	0	0	0
2015	1	6	0	0	0.5	0	1
2015	1	7	0	0	0.5	0.5	0
2015	1	8	0	0	0	0	0
2015	1	9	0	0	0.5	0	0
2015	1	10	0	0	0	0	0
2015	1	11	0	0	0	0	0
2015	1	12	0	0	0	0	0
2015	1	13	0	1	0	0.5	1
2015	1	14	0.5	0.5	0.5	0.5	0.5
2015	1	15	0	0	0	0	0
2015	1	16	0	0	0.5	0	0
2015	1	17	0	0	0	0	0
2015	1	18	0	0	0	0	0
2015	1	19	0	0	0	0	0
2015	1	20	0	0	0	0	0
2015	1	21	0	0	0	0	0
2015	1	22	0	0	0	0	0
2015	1	23	0	0	0	0	0
2015	1	24	0	0	0	0	0
2015	1	25	0	0	0	0	0
2015	1	26	0	1	0	0	0
2015	1	27	0.5	4	2	1	3
2015	1	28	1	1.5	3.5	4	1
2015	1	29	0.5	1	1	0.5	2
2015	1	30	0	9.5	9.5	8	10.5
2015	1	31	0	2	1.5	3	2.5
2015	2	1	0	2	3	1	2.5
2015	2	2	0	0	0.5	0	0.5
2015	2	3	0	0	0.5	0	0
2015	2	4	0	0	0.5	0	0
2015	2	5	0	0	0	0	0
2015	2	6	0	0	0	0	0
2015	2	7	0	0	0.5	0	0
2015	2	8	0	0	0.5	0	0
2015	2	9	0	0	0	0	0
2015	2	10	0	0	0	0	0
2015	2	11	0	0	0	0	0
2015	2	12	0	0	0	0	0
2015	2	13	0	0	0	0	0
2015	2	14	0	0	0	0.5	0
2015	2	15	8	8.5	9	4	8.5
2015	2	16	0	0	0.5	0.5	0
2015	2	17	0	0	0	0.5	0.5
2015	2	18	0	0	0	0	0
2015	2	19	1	1	0.5	0	2
2015	2	20	10.5	10.5	8	11	8.5
2015	2	21	0	0	0.5	0	0
2015	2	22	1.5	2	0	1	1
2015	2	23	0	0	0.5	0.5	0.5
2015	2	24	0.5	1	1	0.5	1
2015	2	25	2	1	2	1	2
2015	2	26	0	0	0	0	0
2015	2	27	6	9.5	11.5	9.5	10.5
2015	2	28	2.5	14.5	15.5	12.5	13.5
2015	3	1	0	0	0.5	0.5	0
2015	3	2	0	0	0	0	0
2015	3	3	0	0	0	0	0
2015	3	4	0	0	0	0	0
2015	3	5	0.5	0	0	0	0
2015	3	6	0	0	0	0	0
2015	3	7	0	0	0.5	0	0
2015	3	8	0	0	0	0	0
2015	3	9	0	0	0	0	0
2015	3	10	0	0	0	0	0
2015	3	11	0	0	0	0	0
2015	3	12	0	0	0	0	0
2015	3	13	0	0	0	0	0
2015	3	14	0.5	0.5	1	0	1.5
2015	3	15	1	0.5	1	1	0.5
2015	3	16	0	0	0	0	0.5
2015	3	17	20.5	27.5	40.5	26.5	31
2015	3	18	4.5	6	6.5	5	5
2015	3	19	2	1	4.5	1	0.5
2015	3	20	4.5	5.5	6.5	5	6.5
2015	3	21	0.5	0	0	0.5	0
2015	3	22	0	0	0	0	0
2015	3	23	0	0	0	0	0
2015	3	24	0	0	0	0	0
2015	3	25	0	0	0	0	0
2015	3	26	0	0	0	0	0
2015	3	27	1	0.5	0	0	2
2015	3	28	0	0	0	0	0
2015	3	29	0	0	0	0	0
2015	3	30	0	0	0	0	0
2015	3	31	0	0	0	0	0
2015	4	1	0	0	0	0	0
2015	4	2	3.5	3.5	6.5	5	4.5
2015	4	3	0	0	0	0.5	0
2015	4	4	22.5	19	19	22	18
2015	4	5	23.5	32.5	35.5	30	32
2015	4	6	3.5	4	6.5	4.5	5
2015	4	7	0	0.5	0	0.5	0.5
2015	4	8	0	0	0	0	0
2015	4	9	0	0	0	0	0
2015	4	10	0	0	0	0	0
2015	4	11	0	0	0	0	0
2015	4	12	0	2	0.5	0	0
2015	4	13	0	0	0	0	0
2015	4	14	0	0	0	0	0
2015	4	15	0	0	0	0	0
2015	4	16	0	0	0	0	0
2015	4	17	0	0	0	0	0
2015	4	18	3.5	3.5	1	1.5	3
2015	4	19	13	20.5	23.5	27.5	26
2015	4	20	0	0	0.5	0.5	0.5
2015	4	21	0	0	0	0	0
2015	4	22	0	0	0	0	0
2015	4	23	0	0	0	0	0
2015	4	24	0	0	0	0	0
2015	4	25	0	0	0	0	0
2015	4	26	0	0	0	0	0
2015	4	27	4.5	1	0	0	4
2015	4	28	0	0	0	0	0
2015	4	29	0	0	0	0	0
2015	4	30	0	0	0	0	0
2015	5	1	0	0	0	0	0
2015	5	2	8.5	11	13	6.5	14.5
2015	5	3	0	0	0	0.5	0
2015	5	4	3	3	3	2	5.5
2015	5	5	0	0	0	0.5	0
2015	5	6	0.5	0.5	1.5	0	1.5
2015	5	7	0	0	0	0.5	0
2015	5	8	11.5	0	4	10.5	5
2015	5	9	0	0	0	0	0.5
2015	5	10	0	0	0	0	0
2015	5	11	1	3	3.5	5	4.5
2015	5	12	0	0	0	0	0
2015	5	13	0	0	0	0	0
2015	5	14	0	0	0	0	0
2015	5	15	5	9	7.5	5	11.5
2015	5	16	0	0	0	0	0
2015	5	17	1.5	2	0.5	0	1.5
2015	5	18	1	2.5	2	2	2
2015	5	19	0	0	0	0	0
2015	5	20	0	0	0	0	0
2015	5	21	0	0	0	0	0
2015	5	22	0	0	0	0	0
2015	5	23	0	0	0	0	0
2015	5	24	0	0	0	0	0
2015	5	25	0	0	0	0	0
2015	5	26	0	0	0	0	0
2015	5	27	17.5	18	17.5	9.5	14
2015	5	28	0	0	1.5	0	0
2015	5	29	19.5	22.5	27.5	18.5	22
2015	5	30	0	0	1	0.5	0
2015	5	31	0	0	1	0	0
2015	6	1	0	0	0	0	0
2015	6	2	35.5	36.5	16.5	23	28.5
2015	6	3	0	0	1.5	0	0
2015	6	4	0.5	0.5	1	0.5	1.5
2015	6	5	0	0	0	0	0
2015	6	6	0	0	0	0	0
2015	6	7	0	0	0	0	0
2015	6	8	0	0	0	0	0
2015	6	9	0	0	0	0	0
2015	6	10	0	0	0	0	0
2015	6	11	0	0	0	0	0
2015	6	12	0	0	0	0	0
2015	6	13	0	0	0	0	0
2015	6	14	0	0	0	0	0
2015	6	15	0.5	1	0	0	0.5
2015	6	16	81	81.5	54.5	65	74.5
2015	6	17	28	38	47.5	26.5	37.5
2015	6	18	0	0	1.5	0	0
2015	6	19	0	0	0.5	0	0
2015	6	20	0	0	0	0	0
2015	6	21	1	8.5	0.5	0	2
2015	6	22	0	0	0	0	0
2015	6	23	0	0	0	0	0
2015	6	24	1.5	1	0.5	0	0.5
2015	6	25	4	3.5	1	2.5	7.5
2015	6	26	13	19	13.5	15	18.5
2015	6	27	130.5	147	113.5	120.5	131.5
2015	6	28	12	15.5	4	14.5	11
2015	6	29	0	0.5	0.5	0	0.5
2015	6	30	8	10.5	4.5	8	8.5
2015	7	1	0	0	0.5	0	0
2015	7	2	0	0	0.5	0	0
2015	7	3	0	0	0	0	0
2015	7	4	0	0	0.5	0	0.5
2015	7	5	0	0	0.5	0	0
2015	7	6	8	12.5	10.5	10.5	13.5
2015	7	7	0	0	0.5	0	0
2015	7	8	0.5	0.5	1	0.5	0.5
2015	7	9	25	32	33	25.5	33
2015	7	10	0	0	0.5	0.5	0
2015	7	11	0	0	0	0	0
2015	7	12	0	0	0.5	0	0
2015	7	13	0	0	0	0	0
2015	7	14	0	0	0	0	0
2015	7	15	0	0	0	0	0
2015	7	16	85.5	52	63.5	60.5	64.5
2015	7	17	10.5	20.5	5	7	11.5
2015	7	18	0	0	1.5	0	0.5
2015	7	19	0	1	1	0.5	0.5
2015	7	20	0	0	0.5	0	0
2015	7	21	0	0	22.5	0	0
2015	7	22	0	0	1	0	0
2015	7	23	17	12	13	16	18.5
2015	7	24	25.5	22	35.5	33.5	30.5
2015	7	25	0	0	1.5	0	0
2015	7	26	2	0	0	3	1.5
2015	7	27	0	0	0	0	0
2015	7	28	0	0	0	0	0
2015	7	29	0	0	0	0	0
2015	7	30	0	0	0	0	0
2015	7	31	0	0.5	0	0	0.5
2015	8	1	0.5	0	0	0	0
2015	8	2	0	0	0	0	0
2015	8	3	0	0	0	0	0
2015	8	4	0	0	0	0	0
2015	8	5	0.5	0	0	0	0
2015	8	6	0	0	0	0	0
2015	8	7	0	2	0	0	0
2015	8	8	4.5	3	0	0	0
2015	8	9	2.5	7	13.5	0	16.5
2015	8	10	23.5	56.5	43.5	0	38.5
2015	8	11	0	0	1.5	0	0
2015	8	12	0	0	0	0	0
2015	8	13	0	0	0	0	0
2015	8	14	0	0	0	0	0
2015	8	15	0	0	0	0	0
2015	8	16	0	0	0	0	0
2015	8	17	0	0	0	0	0
2015	8	18	0	0	0	0	0
2015	8	19	4.5	8	2	0	5.5
2015	8	20	0.5	1	2	0	2
2015	8	21	0	0	0.5	0	0
2015	8	22	0	0	0	0	0
2015	8	23	0	0	0	0	0
2015	8	24	0.5	0	0	0	0
2015	8	25	0	0	0	0	0
2015	8	26	0	0	0	0	0
2015	8	27	0	0	0	0	0
2015	8	28	0	0	0	0	0
2015	8	29	0	0	0	0	0
2015	8	30	0	0	0	0	0
2015	8	31	0	0	0	0	0
2015	9	1	0	0	0	0	0
2015	9	2	0	0	0	0	0
2015	9	3	0	0	0	0	0
2015	9	4	21	16.5	10.5	0	17.5
2015	9	5	7.5	6	16.5	0	17.5
2015	9	6	0	0	0	0	0
2015	9	7	0	0	0	0	0
2015	9	8	0	0	0	0	0
2015	9	9	0	0	0	0	0
2015	9	10	0	0	0	1	0
2015	9	11	0	0	0	0	0
2015	9	12	0	0	0	0	0
2015	9	13	0	0	0	0	0
2015	9	14	0	0	0	2	0
2015	9	15	0	0	0.5	0	0
2015	9	16	0	0	0	0	0
2015	9	17	0	0	0	0	0
2015	9	18	0	0	0	0	0
2015	9	19	0	0	0	0	0
2015	9	20	0	0	0	0	0
2015	9	21	0	0	0	0	0
2015	9	22	9	12	0.5	6.5	4.5
2015	9	23	4	4	8	4.5	4.5
2015	9	24	2	3	1.5	2	2
2015	9	25	0	0	0	0	0
2015	9	26	0	0	0	0	0
2015	9	27	0	0	0	0	0
2015	9	28	0	0	0	0	0
2015	9	29	0	0.5	0	0	1
2015	9	30	4	5	1	6	7.5
2015	10	1	3	3	9.5	6	8.5
2015	10	2	0	0	0.5	0	0
2015	10	3	0	0	0	0	0
2015	10	4	0	0	0	0	0
2015	10	5	0	0	0	0	0
2015	10	6	3.5	2.5	0.5	1.5	1.5
2015	10	7	6	6.5	8	6	10
2015	10	8	0	0.5	1.5	0	0.5
2015	10	9	0	0	1	0	0
2015	10	10	0	0	0	0	0
2015	10	11	0	0	0	0	0
2015	10	12	0	0	0	0	0
2015	10	13	0	0	0	0	0
2015	10	14	0	0	0	0	0
2015	10	15	0	0	0	0	0
2015	10	16	0	0	0	0	0
2015	10	17	0	0	0	0	0
2015	10	18	0	0	0	0	0
2015	10	19	0	0	0	0	0
2015	10	20	0	0	0	0	0
2015	10	21	0	0	0	0	0
2015	10	22	0	0	0	0	0
2015	10	23	0	0	0	0	0
2015	10	24	0	0	0	0	0
2015	10	25	0	0	0	0	0
2015	10	26	0	0	5.5	7.5	7.5
2015	10	27	4.5	6	1.5	0.5	0
2015	10	28	1.5	1	0.5	1	1.5
2015	10	29	0	0	0.5	0.5	0.5
2015	10	30	0	0	0.5	0	0
2015	10	31	0	0	0.5	1	0.5
2015	11	1	0	0	0.5	0	0
2015	11	2	0	0	0.5	0	0
2015	11	3	0	0	0	0	0
2015	11	4	0	0	0.5	0	0
2015	11	5	0	0	0	0	0
2015	11	6	8	16	4.5	9.5	3.5
2015	11	7	11.5	27.5	12	7	18
2015	11	8	0	0	0	0	0
2015	11	9	0	0	0.5	0	0
2015	11	10	0	0	0	0	0
2015	11	11	0	0	0	0	0
2015	11	12	9.5	14.5	17	17	15
2015	11	13	0.5	1	2	1.5	1
2015	11	14	0	0	0	0	0
2015	11	15	17	13.5	12.5	17	13.5
2015	11	16	1.5	2	3.5	2.5	3
2015	11	17	9	12	11	14	11
2015	11	18	1.5	9	8	10	9
2015	11	19	1	1.5	1.5	1.5	1.5
2015	11	20	0	0	0	0	0
2015	11	21	0	0	0.5	0.5	0
2015	11	22	4.5	5.5	1.5	1	2
2015	11	23	0.5	2	2.5	3	3.5
2015	11	24	3.5	16.5	14.5	15	12.5
2015	11	25	0	3	4.5	5	5
2015	11	26	0	0	0	0	0.5
2015	11	27	0	0	2.5	0	0
2015	11	28	0	0	0	0	0
2015	11	29	0	0	0	0	0
2015	11	30	0	0	0	0	0
2015	12	1	0	0	0	0	0
2015	12	2	0	0	0	0	0
2015	12	3	0	0	0	0	0
2015	12	4	0	0	0	0	0
2015	12	5	0	0	1	0	0.5
2015	12	6	0	0	0	0	0
2015	12	7	0	0	0	0	0
2015	12	8	0	0	0	0	0
2015	12	9	0	0	0	0.5	0.5
2015	12	10	0	0	0	0	0
2015	12	11	0	0	0	0	0
2015	12	12	0	0	0	0	0
2015	12	13	0	0	0	0	0
2015	12	14	0	0	0	0	0
2015	12	15	0	0	0	0	0
2015	12	16	0	0	0	0	0
2015	12	17	0	0	0	0	0
2015	12	18	0	0	0	0	0
2015	12	19	0	0	0	0	0
2015	12	20	0	0	0	0	0
2015	12	21	0	0	0	0	0
2015	12	22	0	0	0	0	0
2015	12	23	1.5	1.5	0.5	2	3
2015	12	24	0	1	3	1.5	1.5
2015	12	25	0	0	0	0	0
2015	12	26	0.5	0	0	0	0
2015	12	27	0	0	0	0	0
2015	12	28	0	0	0	0	0
2015	12	29	0	0	0	0	0
2015	12	30	0	0	0	0	0
2015	12	31	0	0	0	0	0
